"id_mesa","id_establecimiento","descripcion","sexo","ciudadanos_habilitados","tipo","extranjera"
689,4551,689,,350,"Electronica","NO"
690,4556,690,,350,"Electronica","NO"
691,4499,691,,350,"Electronica","NO"
692,4517,692,,350,"Electronica","NO"
693,4583,693,,350,"Electronica","NO"
694,7311,694,,350,"Electronica","NO"
695,8142,695,,350,"Electronica","NO"
696,8144,696,,350,"Electronica","NO"
697,4487,697,,350,"Electronica","NO"
698,4527,698,,350,"Electronica","NO"
699,4529,699,,350,"Electronica","NO"
700,4548,700,,350,"Electronica","NO"
701,8656,701,,350,"Electronica","NO"
702,8659,702,,350,"Electronica","NO"
703,9255,703,,350,"Electronica","NO"
704,4522,704,,350,"Electronica","NO"
705,4525,705,,350,"Electronica","NO"
706,4535,706,,350,"Electronica","NO"
707,4537,707,,350,"Electronica","NO"
708,8670,708,,350,"Electronica","NO"
709,9258,709,,350,"Electronica","NO"
710,4524,710,,350,"Electronica","NO"
711,4528,711,,350,"Electronica","NO"
712,5181,712,,350,"Electronica","NO"
713,4536,713,,350,"Electronica","NO"
714,4539,714,,350,"Electronica","NO"
715,4542,715,,350,"Electronica","NO"
716,5185,716,,350,"Electronica","NO"
717,9383,717,,350,"Electronica","NO"
718,9385,718,,350,"Electronica","NO"
719,9386,719,,350,"Electronica","NO"
720,9387,720,,350,"Electronica","NO"
721,4538,721,,350,"Electronica","NO"
722,4549,722,,350,"Electronica","NO"
723,4553,723,,350,"Electronica","NO"
724,4558,724,,350,"Electronica","NO"
725,8676,725,,350,"Electronica","NO"
726,4566,726,,350,"Electronica","NO"
727,4569,727,,350,"Electronica","NO"
728,4571,728,,350,"Electronica","NO"
729,4578,729,,350,"Electronica","NO"
730,5187,730,,350,"Electronica","NO"
731,4574,731,,350,"Electronica","NO"
732,4603,732,,350,"Electronica","NO"
733,4607,733,,350,"Electronica","NO"
734,4611,734,,350,"Electronica","NO"
735,5186,735,,350,"Electronica","NO"
736,7104,736,,350,"Electronica","NO"
737,8145,737,,350,"Electronica","NO"
738,8685,738,,350,"Electronica","NO"
739,4562,739,,350,"Electronica","NO"
740,4568,740,,350,"Electronica","NO"
741,4575,741,,350,"Electronica","NO"
742,4581,742,,350,"Electronica","NO"
743,4585,743,,350,"Electronica","NO"
744,5182,744,,350,"Electronica","NO"
745,5183,745,,350,"Electronica","NO"
746,4640,746,,350,"Electronica","NO"
747,4651,747,,350,"Electronica","NO"
748,4654,748,,350,"Electronica","NO"
749,4662,749,,350,"Electronica","NO"
750,4557,750,,350,"Electronica","NO"
751,4626,751,,350,"Electronica","NO"
752,4629,752,,350,"Electronica","NO"
753,5194,753,,350,"Electronica","NO"
754,5195,754,,350,"Electronica","NO"
755,4665,755,,350,"Electronica","NO"
756,4692,756,,350,"Electronica","NO"
757,4694,757,,350,"Electronica","NO"
758,4696,758,,350,"Electronica","NO"
759,4679,759,,350,"Electronica","NO"
760,4680,760,,350,"Electronica","NO"
761,5200,761,,350,"Electronica","NO"
762,5201,762,,350,"Electronica","NO"
763,8030,763,,350,"Electronica","NO"
764,4448,764,,350,"Electronica","NO"
765,4451,765,,350,"Electronica","NO"
766,4454,766,,350,"Electronica","NO"
767,4455,767,,350,"Electronica","NO"
768,4456,768,,350,"Electronica","NO"
769,4458,769,,350,"Electronica","NO"
770,4464,770,,350,"Electronica","NO"
771,4466,771,,350,"Electronica","NO"
772,8960,772,,350,"Electronica","NO"
773,4459,773,,350,"Electronica","NO"
774,4460,774,,350,"Electronica","NO"
775,4470,775,,350,"Electronica","NO"
776,4476,776,,350,"Electronica","NO"
777,5151,777,,350,"Electronica","NO"
778,8406,778,,350,"Electronica","NO"
779,4418,779,,350,"Electronica","NO"
780,4902,780,,350,"Electronica","NO"
781,5136,781,,350,"Electronica","NO"
782,5275,782,,350,"Electronica","NO"
783,8409,783,,350,"Electronica","NO"
784,9182,784,,350,"Electronica","NO"
785,4446,785,,350,"Electronica","NO"
786,4554,786,,350,"Electronica","NO"
787,4565,787,,350,"Electronica","NO"
788,8964,788,,350,"Electronica","NO"
789,4509,789,,350,"Electronica","NO"
790,4510,790,,350,"Electronica","NO"
791,5178,791,,350,"Electronica","NO"
792,8417,792,,350,"Electronica","NO"
793,9185,793,,350,"Electronica","NO"
794,4420,794,,350,"Electronica","NO"
795,4437,795,,350,"Electronica","NO"
796,4443,796,,350,"Electronica","NO"
797,5135,797,,350,"Electronica","NO"
798,8420,798,,350,"Electronica","NO"
799,8426,799,,350,"Electronica","NO"
800,9188,800,,350,"Electronica","NO"
801,9191,801,,350,"Electronica","NO"
802,4417,802,,350,"Electronica","NO"
803,4423,803,,350,"Electronica","NO"
804,8435,804,,350,"Electronica","NO"
805,9194,805,,350,"Electronica","NO"
806,9197,806,,350,"Electronica","NO"
807,4867,807,,350,"Electronica","NO"
808,4871,808,,350,"Electronica","NO"
809,8438,809,,350,"Electronica","NO"
810,8441,810,,350,"Electronica","NO"
811,8444,811,,350,"Electronica","NO"
